Hour of the Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
11,120.1308695,83.66055912,35.48331242,31.22612355,54.19770555,74.50638036,16.26658545,26.66501812,104.2384134,4.05548286,27.80719114,13.41706296,14.14517116,7.791140097,16.92449401,28.13186711,0.608542955,26.27370116,96.67560807,16.92380193,-11.38130848,11.85141659,81.72418698,59.17682845,10.52762045,30.28285743,4.888056815,5.564617784,11.50675368,28.6590576,12.84170036
12,120.9756054,119.277379,20.65919844,24.4150398,29.48562917,67.07598658,15.56489483,23.99957734,107.3083357,4.178358494,37.12739526,14.94223261,17.17678586,7.66867758,17.30584636,11.6399073,-1.016331193,25.75459788,52.74932821,9.739285799,-11.60316148,10.62595608,72.31036152,78.43932544,10.05705746,23.08798494,5.450226801,6.481598281,6.775345758,29.16377589,12.38615761
13,116.1957979,71.30893952,16.03013429,21.95165805,18.65142614,82.59824291,17.86014291,19.21366379,90.03031957,3.19389985,34.3089963,15.49991162,9.23124194,9.48550973,24.02577775,9.756882962,-3.384986187,38.42414965,46.32175116,4.587749441,-9.258740545,5.913067486,52.19012505,56.08661052,10.15930755,13.40140335,1.492014067,0.244737518,6.683057256,11.87315947,16.77232279
14,125.0558246,99.37244144,14.87743802,12.20421613,11.5269796,80.5166725,17.07756691,14.95406556,79.31762386,0.863727225,28.88648675,13.37100712,14.13557487,5.462894545,16.32568822,10.08721996,-3.204448473,52.03728252,44.60154701,13.8653716,-12.1416697,3.239772912,40.44700437,46.31686716,4.180153045,9.848384405,8.330416266,2.641609218,1.943682434,7.58223431,13.46476596
15,146.659879,82.41729003,38.68091193,16.20769182,17.98666167,83.83983643,56.06470515,17.73199788,113.1682271,16.07867609,73.27925379,20.38122135,22.20561849,25.41040741,62.2848077,17.78816919,16.79543435,114.3191112,77.05268651,39.18899041,-10.52306535,4.700771712,43.55862794,80.81038066,8.783887832,42.68159996,75.62378717,6.991914337,1.855850323,5.431099616,9.205688849
16,199.9806507,148.1242862,172.3030805,168.7494589,173.5466898,176.976072,197.481487,143.7157338,189.8819075,145.9839879,173.7557985,157.5798372,173.7597425,169.5843955,150.8642471,139.6556303,127.5899596,189.3410185,132.7756292,152.1728457,36.87704216,79.79310532,139.4756554,130.5806313,117.4777909,155.9343605,151.4309666,129.3682113,101.0294795,35.21510012,91.88841355
17,219.4148039,197.1352558,219.1966812,234.3182501,243.8721283,204.4829932,225.7647332,177.0263604,232.1608219,195.4403452,192.0484586,162.607592,167.8113458,228.5460922,216.5860588,183.2651522,202.8359541,167.2427901,176.3246836,214.0715356,156.5067546,167.8520271,180.313116,139.1727157,199.5347513,133.0032403,217.567094,218.9423431,217.1763495,203.2262533,142.4929653
18,134.4021221,177.5069594,138.4778215,126.7518238,176.9594794,168.1428642,238.0751327,158.842023,125.9122287,121.2973766,127.5434346,182.5703183,155.142162,131.1929163,152.913931,166.4869564,163.3394092,171.0887991,196.2061998,210.6545681,142.089055,122.2774851,159.7375256,140.1509315,162.4027782,142.7896394,192.6956197,136.3359425,180.2218346,145.6931189,134.8941302
19,138.3965768,158.4371671,141.9838425,134.7522437,185.347393,180.7506022,203.073692,152.2953549,121.577938,121.6431748,140.6965848,125.6842373,157.3425313,192.5099748,176.6714989,155.328582,172.8331219,189.7270113,185.5303864,158.8054649,140.0873412,120.9296998,157.1429278,133.6029875,142.1296256,134.364732,154.4622259,167.9916365,158.8951639,149.8191812,131.0846257
20,129.4119862,177.5112846,182.1907474,179.679631,143.6042083,177.2232925,169.7057913,158.268182,120.559065,120.3568886,153.996966,140.4525891,159.4449854,169.1051122,133.8575323,141.0370716,136.3810411,191.683702,185.9880333,162.7886949,137.7576388,140.7863715,174.7349336,157.8862616,116.2151776,191.8130223,179.8238445,151.2722981,150.1164653,148.8545507,132.1195194
21,185.1201153,127.7472068,179.5460116,187.2616102,188.6845562,170.9338952,154.1308334,159.285562,182.6110569,178.7565003,171.757441,165.6261742,156.2319759,170.8544676,135.4659699,135.1781317,178.0020572,185.2081412,145.9732038,138.2664721,133.6881006,137.066358,190.1319567,173.8536456,192.3725912,173.1096414,161.4196262,180.1318845,141.3788862,147.9503049,178.2464332
22,222.1261823,161.3911032,187.3325879,200.103394,224.0555662,167.0396122,162.949628,177.531087,179.2466528,203.0185693,203.9277525,174.9421536,198.3888158,182.364456,163.2202746,172.9449903,175.628169,178.4950441,134.3841372,142.1518532,125.8771923,128.6348176,213.4327994,168.1108268,186.3659711,144.8437077,176.930492,181.9693048,131.0293567,148.7686782,151.4260777
23,202.6832109,154.6852251,192.4777386,190.8147163,226.681793,208.6198675,161.4606919,171.7284862,167.6267949,203.7034436,217.4148416,202.2863768,187.1864848,170.8759425,203.307087,190.4209882,205.4186661,201.7104576,170.0846123,139.7986872,119.7195101,168.2762254,212.3856972,170.2205181,209.0902399,143.9132601,183.8176374,191.7986746,128.1401814,139.9196374,189.2487792
