Hour of the Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,-9.445247374,19.98827621,92.91476926,61.56618603,77.85796599,127.6068419,9.848425028,6.529731027,12.58646024,20.90854359,7.116040548,0.178772491,-4.154989391,-10.2952488,-8.067153009,9.82898883,7.683258868,19.92990898,10.8205244,11.2370734,2.591336403,-10.89866925,23.7756482,52.95088465,34.52557177,22.76352546,15.36848903,1.710509219,0.653973653,91.70157475,129.2094376
11,-7.287095986,16.05512213,109.3345335,64.73521823,49.77535722,109.7463906,5.585755676,15.51075245,19.53824912,13.39099377,11.07261142,5.436988113,-4.909566318,-8.552831836,-12.33629653,12.23169072,16.1242205,20.07350847,6.35700137,13.3000791,-6.096693966,-7.595269283,15.91914561,55.39544985,32.15350213,12.90423011,10.01068137,-0.720616719,4.955228439,77.53445658,128.1763831
12,-12.72278178,24.07986659,51.01484604,53.33587706,52.08599255,93.24070175,5.782128423,2.7490505,14.3045194,10.77745098,9.595201788,-2.409067428,-5.064573954,-10.83683398,-12.72278178,-7.706430287,15.53307864,23.16087981,2.856452359,7.438521735,-7.734356264,-10.25222352,19.55596946,28.67296794,27.65352713,12.04203664,8.486063018,2.599010201,0.248235726,60.08261365,110.8986594
13,-11.56554771,26.20599847,46.88305979,36.17119526,63.26765596,76.76783757,6.97222823,3.707629125,14.39120486,11.47533708,0.65261811,-6.400668013,-10.55534214,-12.72278178,-12.72278178,-8.339230407,2.214509974,10.65068993,-0.631673881,4.14540326,-6.451523687,-12.35870659,19.11776288,59.58215463,8.821434973,12.85460066,9.475960085,-0.506780341,-5.779548649,53.68732117,112.8335247
14,-9.888730343,27.31298021,49.33208557,35.78831764,64.3593545,113.3492662,14.31711743,4.542085119,8.632917459,7.70168003,-0.466362831,-6.193873222,-12.2178742,-12.72278178,-12.72278178,-6.950457578,-1.474719629,9.697467244,4.767310952,2.619145062,-10.65714434,-11.12914455,7.20030692,24.80949177,11.5670215,6.521051634,7.570970194,-2.053303908,-7.632519436,55.11818389,71.0203647
15,-4.71825887,2500.076315,59.22729229,53.04492992,76.33301178,123.5549252,24.10744999,8.37450516,11.57453268,12.26036428,-2.29180957,-8.814283201,-12.44285561,-12.72278178,-12.72278178,-8.508061371,-2.698595573,7.430644876,6.258425665,3.141751623,-7.203931351,-7.497257363,9.044272003,79.14860334,14.64018006,8.297457928,5.609628096,-0.417871118,-3.455464378,61.9332784,70.37369246
16,14.02143147,2725.661718,139.9573366,122.7300592,108.2210689,164.1545699,105.8146549,70.97261887,2450.896453,38.47417519,0.832188995,-1.882948539,-7.279028651,-11.41275465,-12.22674952,-0.171137182,7.401177388,57.21106792,19.94052887,10.71406504,-4.926007479,5.633707132,24.41058941,118.3835195,40.66875903,17.92492904,14.00553132,18.10252111,33.18176542,156.4024702,110.6441346
17,184.4331578,2887.242163,220.4450051,221.84021,241.1191049,216.8263009,201.398131,211.690923,2645.525285,3177.763436,41.97153147,36.50092809,22.91528993,20.91640005,30.24910924,94.46099879,110.5303987,163.468883,169.8038487,127.6856194,87.27428664,129.2096644,183.7314396,196.1249302,177.1238522,186.2934736,172.0782692,180.3075933,185.4013208,195.3128086,191.3626034
18,234.0488916,2907.434291,258.5800609,277.6435882,165.1986808,177.7649927,201.2966704,225.0007425,2663.602937,3130.103137,188.944327,181.5166399,182.4642906,181.8965647,174.1275134,205.8634873,203.6995325,186.7692755,200.9717142,209.6540982,190.0710488,216.960388,215.2762619,158.3094019,126.0324934,181.7995769,220.3638369,226.9417692,186.2361998,143.8566524,129.7944204
19,143.8622274,2748.732057,249.7807032,160.8621329,224.1881857,197.1737626,160.183057,167.6991655,187.0045175,183.5424115,108.8629414,159.6047955,127.4072911,141.4533384,162.0371497,162.0576372,139.1240013,105.4022035,150.2339725,187.209299,153.8575201,198.3378504,124.5650262,159.7218603,119.0206241,171.7689783,122.884811,164.0246664,157.4749452,128.2416677,113.1389006
20,143.6112566,182.8215004,205.5007439,182.8874283,217.4130163,192.999519,148.970138,149.2331485,150.3280881,146.2576988,127.6855498,118.1696665,117.7844701,112.8404715,108.306116,139.6491141,119.8959458,144.7052898,134.1459749,157.586764,145.1065976,168.0771002,161.6412621,149.7252085,115.1628914,171.5411509,146.6118178,154.1076126,142.8875209,168.3829078,144.4708234
21,143.9144026,161.5605677,177.5667068,185.9532836,198.9300077,177.1794657,149.11462,134.0706791,143.9492659,119.0634408,122.77566,108.844749,124.0291073,112.5695311,103.4900353,120.7996881,105.8188527,127.7487717,123.5374963,149.5942682,138.7782661,155.8903049,157.0234341,113.0004575,91.61410709,155.483599,129.6469752,148.3710411,144.5740171,159.4590671,144.503531
22,144.6929212,151.4857313,198.7800505,176.2024494,186.1427415,152.3071813,143.2581737,121.0996143,137.4054955,129.2195655,133.6215123,123.7279142,115.265585,108.2641014,89.02713177,127.0642005,108.1090567,116.7835407,92.47813081,125.3557573,126.7915026,150.124654,149.9900988,85.91018128,93.48055628,120.6849248,126.3417378,108.9846951,142.8881725,119.5800422,166.7208304
23,159.1163499,135.8876997,198.6954026,181.7227748,181.5251782,173.6819762,191.2396616,138.2058986,144.5568859,137.9044028,128.3851765,129.0472717,110.2441875,99.5830253,91.61239149,120.3019697,124.3538526,110.4551327,96.83363718,116.3376808,129.3663681,158.2651937,140.7762743,107.7590939,102.5407781,107.1251964,163.5010823,147.5545023,143.7066662,130.7231908,180.6463074
