Hour of the Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
14,62.20126393,80.73496671,81.83677935,72.76785526,73.72097167,57.95168923,49.39996625,86.22438454,72.93941789,51.67634573,53.77364323,69.63458251,48.9253097,54.85938604,73.61379259,69.37870756,57.38588027,65.05434397,57.4157559,34.1194514,50.00553146,61.59758407,56.87679233,50.29350615,48.18714525,48.06218832,33.98231443,32.37825809,61.83972203,63.95302931,50.36051604
15,75.04203121,89.21546002,86.63880665,85.30911406,83.76874404,66.44697911,64.86750047,92.45835611,76.40647748,71.37591226,74.4938859,80.41806422,70.10935366,70.42249484,84.88393083,79.16151426,77.14213166,73.13119889,68.68243408,46.99835069,66.93093938,74.31144076,71.80900775,70.53528397,64.02181412,66.79259052,49.08915547,51.09942915,67.66801357,70.84606298,62.99906278
16,89.77168662,100.3915317,108.4731714,112.9865315,100.7393117,77.67936198,77.77133074,96.70215213,90.57151505,84.52207774,91.66210543,100.7863332,88.80397882,87.1192798,103.8317938,95.79320479,90.43214605,88.140477,85.60630917,74.7141989,85.58221407,92.73256226,92.06209456,83.50432948,82.55924785,86.33714998,77.85669881,82.71566569,88.68388188,86.52497023,87.6629735
17,120.3257824,143.8865852,158.594612,158.2827497,107.1678316,111.2804272,97.41177281,126.5044547,115.7969538,109.8121091,115.1430134,138.056997,125.328307,124.0383348,129.2675803,121.1284082,119.2413256,109.4068617,93.44861762,89.72941266,115.3835287,126.2704386,133.2167116,109.6764031,121.1383645,119.8708232,101.9326077,110.4486604,122.0437035,125.5505096,119.4298874
18,115.7871973,137.9681396,132.1043233,320.6681627,123.054586,89.9909314,110.2228613,108.4835904,642.0382001,216.5105637,126.8463375,209.0172845,121.0860923,132.3548615,125.1282675,172.9211507,115.458915,237.6395511,105.0738371,106.0223803,133.3334822,674.4825259,197.0201361,500.7420857,658.8059053,377.984448,100.9402373,113.4236625,130.9801161,289.9234682,503.2183357
19,121.0914519,113.8330104,120.2755256,176.8223999,210.2853251,90.02339976,95.81660861,221.6946695,808.6771948,344.1750583,102.9151329,292.578172,114.7380757,119.4370494,129.1744103,405.0155569,103.176808,470.590792,249.107964,94.28667198,106.3655465,752.2353795,317.6892598,693.624304,850.0480449,598.3768228,95.69897925,99.07560435,350.3014161,536.0271027,658.2440865
20,101.577357,99.86962983,115.9417724,277.7809699,231.7966925,83.2543944,85.048259,298.0040043,736.0428017,344.5572348,93.30712602,405.7321927,106.5706301,104.473873,136.6856075,434.6798925,137.1583008,463.9554394,308.6329911,89.29884245,99.93028908,899.8164675,314.7954932,798.4876,792.9026859,616.2664083,92.99313998,92.44326532,472.9274598,605.7635044,707.5150263
21,94.08776362,93.6619943,97.90935333,98.80663079,86.85451743,77.45604847,78.46653276,86.10726294,81.82145391,87.32334316,81.40370106,89.45065104,91.32126376,86.33027068,90.03960428,90.46607224,91.83667261,87.76295471,86.14505111,89.12798167,94.57767449,101.7606265,94.99709341,86.9620003,83.52767987,98.03194214,85.48078056,83.70683097,89.22128083,84.94213444,91.39020974
22,88.40649204,87.08259012,99.91985771,102.1617399,81.4875369,67.85705868,74.34103071,78.21245386,78.3031266,81.05863795,69.9961469,79.90184483,80.60092944,77.86068924,82.18339162,80.34937347,83.60769231,78.48309317,83.10533895,80.21618447,82.02016787,83.27198217,83.37937015,78.32013318,76.68882183,83.02186017,80.19819779,79.16515547,78.87131526,78.40500733,80.78478788
23,81.777792,80.24399751,86.31230187,90.94622263,76.06836259,67.25327679,68.36243798,75.96825455,70.18754545,71.01878472,69.96895103,73.78862529,74.91461603,73.72593954,76.3083936,76.22922878,79.35176743,73.4662804,69.43402536,77.49657507,74.36899459,79.94810777,77.64161227,71.13834224,65.68795357,75.95161985,72.60180811,69.7653416,70.37448828,70.868412,73.76044265
