Hour of the Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,-13.25052205,-13.25052205,-13.25052205,-11.35682066,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205
11,-13.25052205,-13.25052205,-13.25052205,49.1691975,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-11.35682066,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205
12,-13.25052205,-13.25052205,-13.25052205,-11.35682066,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,61.80916164,79.43549779,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205
13,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,50.44615265,64.30564098,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205
14,-13.25052205,-13.25052205,-13.25052205,3.773036143,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,61.81989193,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205
15,-11.35682066,39.08261681,-13.25052205,45.59589561,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,64.03746921,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,-13.25052205,49.1691975,-13.25052205,-13.25052205,49.1691975,-13.25052205,-13.25052205,-13.25052205,-13.25052205,39.08261681,68.27761936
16,42.94862673,64.30564098,-13.25052205,93.97531893,-11.35682066,255.1687688,173.2956369,-11.35682066,-13.25052205,-13.25052205,-13.25052205,-13.25052205,46.65083854,116.5322845,-13.25052205,-13.25052205,-13.25052205,97.85742734,43.42748236,-13.25052205,30.07977284,49.1691975,-13.25052205,-13.25052205,56.0729286,-13.25052205,-13.25052205,-11.35682066,-13.25052205,62.30600957,44.12590715
17,75.46107025,49.17787734,53.60379065,70.29948636,52.02183901,70.80944254,58.68091547,109.968375,61.85036594,116.5471015,230.080336,81.69187295,50.97071219,147.5970688,55.08287797,98.6653743,76.26197489,62.71231829,99.29964722,-11.35682066,217.7694063,67.68049866,69.20141682,49.13373975,84.29938992,71.87386272,102.9909436,220.9020808,-11.35682066,67.11804645,148.5333453
18,180.8457382,119.6026726,88.50969258,73.38329591,144.3488061,111.3565529,141.2143659,134.4477038,65.4822664,179.6618996,71.02274643,89.22784076,69.32231614,52.52348558,51.57089433,91.77737146,55.41013244,143.8522857,156.8397037,198.3556035,71.68363454,50.88163961,127.855627,57.84994976,93.83554447,72.30243551,68.02368073,143.1591294,76.07407585,82.00500818,148.3500598
19,195.4316762,119.5909171,88.50805507,183.4024252,192.7702027,465.5965261,280.861997,246.7104417,157.1439312,208.7377115,157.4128007,212.2139384,201.6630485,203.8273323,139.4273976,117.8888635,145.9014798,279.8415843,233.3187655,234.3371542,185.5582713,261.9274915,153.7836912,153.6515205,575.2742548,212.1539159,516.0115643,188.8551569,218.6294078,217.5402317,165.6577765
20,190.528915,119.6229289,88.52131994,171.4081335,287.4825949,175.9542342,184.2345727,265.91507,162.9503048,129.5668161,152.6569133,212.3347238,188.3748773,203.8273751,133.6331213,117.8763675,277.9817518,280.013391,224.2991253,250.5482844,180.4712705,97.2653697,127.7017903,132.6503266,70.19146745,191.1098945,357.6081655,188.8537899,218.4730365,195.5066011,162.994542
21,175.486479,237.0604159,226.8764957,141.7773449,189.3086219,125.3379943,175.6406575,226.8265628,157.1447571,159.9565218,127.6392902,212.3465932,188.34016,183.014123,133.6031742,117.871754,99.93568582,177.2212564,210.2542013,215.3769019,175.2465457,92.71968197,122.0253235,75.66815159,98.71747163,149.0152508,39.08261681,168.0689472,164.6852957,140.4639638,116.1602802
22,88.54270118,31.21377003,67.78431699,142.1478399,109.5039377,81.97506102,105.3779374,227.2156196,139.9832713,-11.35682066,115.6750881,158.018821,-11.35682066,-11.35682066,116.2640985,99.73588887,93.86714339,120.4934472,102.7929693,122.5219436,136.7502385,65.65965688,71.95657646,39.08261681,94.52922759,39.08261681,36.56427209,70.26872756,191.9690987,72.13640185,85.54431897
23,74.27278899,42.58570092,67.80275071,40.04633704,92.34504337,-11.35682066,92.03351717,-11.35682066,-11.35682066,-11.35682066,-11.35682066,73.20472357,104.7004525,-11.35682066,97.79983976,99.83888133,39.23352026,77.89745592,77.97454515,72.09106816,45.61536879,38.51309379,57.43164346,36.56427209,56.10408611,39.08261681,-11.35682066,50.76558163,78.0199358,64.4578402,145.9259164
