Hour of the Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,70.6310367,78.08599131,60.68888266,43.29175977,68.14385152,60.68888266,60.68888266,73.11822187,80.62017617,68.14385152,65.66325301,60.68888266,73.11822187,87.17015965,75.82059052,83.92135185,70.6310367,81.21596448,70.6310367,38.32397609,-11.38677984,43.29175977,73.11822187,43.29175977,-11.38677984,-13.25052205,60.68888266,78.70660067,38.32397609,60.68888266,68.14385152
11,65.66325301,82.04287812,10.98470771,-13.25052205,48.26613012,63.17606784,60.68888266,65.66325301,40.8045746,68.14385152,60.68888266,68.14385152,73.11822187,87.25985876,75.82050508,70.6310367,65.66325301,70.6310367,60.68888266,43.29175977,43.29175977,53.23391381,104.7925982,35.83679091,-11.38677984,53.23391381,-11.38677984,74.3443307,40.8045746,48.26613012,63.17606784
12,65.66325301,65.66325301,-11.38677984,-13.25052205,65.66325301,60.68888266,38.32397609,63.17606784,40.8045746,63.17606784,50.74672863,60.68888266,70.6310367,70.6310367,75.82034845,73.11822187,81.21852755,65.66325301,55.72109898,48.26613012,48.26613012,48.26613012,92.10678583,45.77894495,-11.38677984,60.68888266,48.26613012,60.68888266,3.523153605,63.17606784,65.66325301
13,65.66325301,50.74672863,13.46531191,-13.25052205,65.66325301,65.66325301,60.68888266,73.11822187,40.8045746,60.68888266,45.77894495,60.68888266,100.1264282,73.11822187,75.82044812,68.14385152,81.21848483,68.14385152,48.26613012,48.26613012,-11.38677984,50.74672863,98.42869119,38.32397609,38.32397609,30.86242056,48.26613012,65.66325301,38.32397609,60.68888266,48.26613012
14,68.14385152,60.68888266,43.29175977,38.32397609,80.57317649,83.57049482,58.20169749,68.14385152,38.32397609,65.66325301,45.77894495,55.72109898,89.32502119,75.82043388,83.92148,65.66325301,83.92122369,73.11822187,43.29175977,-13.25052205,45.77894495,48.26613012,68.14385152,25.89463688,38.32397609,13.46531191,-11.38677984,74.34219481,38.32397609,55.72109898,50.74672863
15,70.6310367,145.1938701,60.68888266,121.1965887,73.11822187,88.80509754,78.35852029,88.92904406,65.66325301,73.11822187,60.68888266,48.26613012,108.2450191,81.21824276,677.7611804,100.1375287,89.32647359,83.91753573,65.66325301,-11.38677984,43.29175977,50.74672863,73.11822187,48.26613012,38.32397609,50.74672863,40.8045746,70.00377762,-11.38677984,65.66325301,53.23391381
16,114.9675578,676.5228864,189.3062432,123.9043541,109.3637356,700.8935656,151.5768517,99.35948011,93.55514893,120.7834452,79.87151939,73.11822187,83.92119521,677.7611804,83.92062564,677.7611804,92.02899887,94.71363152,116.4014315,60.68888266,68.14385152,88.00717704,73.11822187,70.6310367,68.14385152,65.66325301,73.11822187,104.7228565,50.74672863,91.14223362,70.6310367
17,208.3339468,361.3621784,600.058234,104.0499504,339.5162561,428.0267982,73.11822187,407.8141784,70.6310367,607.9095447,270.8013879,73.11822187,397.131828,68.14385152,512.0859086,350.9395151,70.6310367,350.8592384,359.0659212,329.1631495,375.5853489,264.6319665,344.1284288,379.7037656,68.14385152,65.66325301,105.1195455,65.66325301,481.0234277,65.66325301,289.1408353
18,213.3418241,70.6310367,68.14385152,114.2159393,70.6310367,73.11822187,65.66325301,240.1916656,179.1963041,68.14385152,261.2073427,68.14385152,68.14385152,65.66325301,68.14385152,68.14385152,60.68888266,68.14385152,73.11822187,73.11822187,70.6310367,92.13777246,70.6310367,296.6988921,65.66325301,60.68888266,191.3769955,58.20169749,60.68888266,503.8373176,63.17606784
19,330.514824,73.11822187,73.11822187,227.6363294,73.11822187,68.14385152,65.66325301,240.6325777,154.131179,70.6310367,261.8958916,68.14385152,70.6310367,65.66325301,70.6310367,68.14385152,65.66325301,73.11822187,73.11822187,73.11822187,182.0302596,68.14385152,70.6310367,325.1273854,65.66325301,60.68888266,244.0101022,60.68888266,60.68888266,60.68888266,65.66325301
20,158.3626167,73.11822187,73.11822187,180.552405,400.4699992,73.11822187,70.6310367,70.6310367,73.11822187,73.11822187,262.4946559,68.14385152,68.14385152,65.66325301,73.11822187,70.6310367,68.14385152,73.11822187,73.11822187,73.11822187,70.6310367,70.6310367,476.3611817,73.11822187,65.66325301,65.66325301,244.5316491,65.66325301,63.17606784,60.68888266,65.66325301
21,144.82438,73.11822187,73.11822187,208.3956068,242.1788133,73.11822187,264.7838383,89.67693192,442.9649254,373.7821927,121.9521088,70.6310367,73.11822187,70.6310367,70.6310367,70.6310367,68.14385152,73.11822187,531.6908341,73.11822187,73.11822187,73.11822187,73.11822187,73.11822187,65.66325301,65.66325301,287.2443672,495.8841014,65.66325301,65.66325301,432.304007
22,87.49525585,225.4892283,165.0455541,120.0118327,109.8180977,598.5630599,68.14385152,65.66325301,70.6310367,185.2392728,70.6310367,70.6310367,70.6310367,65.66325301,73.11822187,73.11822187,73.11822187,81.22636727,117.0305701,248.5473481,286.4326815,595.6451651,70.6310367,70.6310367,73.11822187,65.66325301,245.173241,74.3857486,65.66325301,65.66325301,70.6310367
23,80.32565366,127.6186306,110.3070774,95.98269608,73.11822187,73.11822187,151.9609594,70.6310367,65.66325301,70.6310367,70.6310367,81.22655238,68.14385152,65.66325301,73.11822187,70.6310367,75.82211412,215.6485858,99.48465121,75.60539281,228.8571555,73.11822187,68.14385152,73.11822187,68.14385152,58.20169749,73.25745524,70.0229233,612.9220006,65.66325301,70.6310367
